id,timestamp,capteur,valeur,unite
1,2026-03-30 09:00:00,CAPTEUR_HUMID_2,44,%
2,2026-03-30 09:00:05,CAPTEUR_HUMID_1,52,%
3,2026-03-30 09:00:10,CAPTEUR_HUMID_2,60,%
4,2026-03-30 09:00:15,CAPTEUR_HUMID_1,46,%
5,2026-03-30 09:00:20,CAPTEUR_HUMID_2,48,%
6,2026-03-30 09:00:25,CAPTEUR_HUMID_1,54,%
7,2026-03-30 09:00:30,CAPTEUR_HUMID_2,51,%
8,2026-03-30 09:00:35,CAPTEUR_HUMID_1,46,%
9,2026-03-30 09:00:40,CAPTEUR_HUMID_2,51,%
10,2026-03-30 09:00:45,CAPTEUR_HUMID_1,60,%
11,2026-03-30 09:00:50,CAPTEUR_HUMID_2,53,%
12,2026-03-30 09:00:55,CAPTEUR_HUMID_1,41,%
13,2026-03-30 09:01:00,CAPTEUR_HUMID_2,48,%
14,2026-03-30 09:01:05,CAPTEUR_HUMID_1,58,%
15,2026-03-30 09:01:10,CAPTEUR_HUMID_2,52,%
16,2026-03-30 09:01:15,CAPTEUR_HUMID_1,56,%
17,2026-03-30 09:01:20,CAPTEUR_HUMID_2,45,%
18,2026-03-30 09:01:25,CAPTEUR_HUMID_1,59,%
19,2026-03-30 09:01:30,CAPTEUR_HUMID_2,48,%
20,2026-03-30 09:01:35,CAPTEUR_HUMID_1,58,%
21,2026-03-30 09:01:40,CAPTEUR_HUMID_2,42,%
22,2026-03-30 09:01:45,CAPTEUR_HUMID_1,52,%
23,2026-03-30 09:01:50,CAPTEUR_HUMID_2,49,%
24,2026-03-30 09:01:55,CAPTEUR_HUMID_1,45,%
25,2026-03-30 09:02:00,CAPTEUR_HUMID_2,57,%
26,2026-03-30 09:02:05,CAPTEUR_HUMID_1,41,%
27,2026-03-30 09:02:10,CAPTEUR_HUMID_2,47,%
28,2026-03-30 09:02:15,CAPTEUR_HUMID_1,60,%
29,2026-03-30 09:02:20,CAPTEUR_HUMID_2,56,%
30,2026-03-30 09:02:25,CAPTEUR_HUMID_1,46,%
31,2026-03-30 09:02:30,CAPTEUR_HUMID_2,45,%
32,2026-03-30 09:02:35,CAPTEUR_HUMID_1,48,%
33,2026-03-30 09:02:40,CAPTEUR_HUMID_2,44,%
34,2026-03-30 09:02:45,CAPTEUR_HUMID_1,46,%
35,2026-03-30 09:02:50,CAPTEUR_HUMID_2,47,%
36,2026-03-30 09:02:55,CAPTEUR_HUMID_1,45,%
37,2026-03-30 09:03:00,CAPTEUR_HUMID_2,44,%
38,2026-03-30 09:03:05,CAPTEUR_HUMID_1,51,%
39,2026-03-30 09:03:10,CAPTEUR_HUMID_2,50,%
40,2026-03-30 09:03:15,CAPTEUR_HUMID_1,46,%
41,2026-03-30 09:03:20,CAPTEUR_HUMID_2,41,%
42,2026-03-30 09:03:25,CAPTEUR_HUMID_1,49,%
43,2026-03-30 09:03:30,CAPTEUR_HUMID_2,46,%
44,2026-03-30 09:03:35,CAPTEUR_HUMID_1,52,%
45,2026-03-30 09:03:40,CAPTEUR_HUMID_2,54,%
46,2026-03-30 09:03:45,CAPTEUR_HUMID_1,43,%
47,2026-03-30 09:03:50,CAPTEUR_HUMID_2,47,%
48,2026-03-30 09:03:55,CAPTEUR_HUMID_1,58,%
49,2026-03-30 09:04:00,CAPTEUR_HUMID_2,41,%
50,2026-03-30 09:04:05,CAPTEUR_HUMID_1,57,%
51,2026-03-30 09:04:10,CAPTEUR_HUMID_2,54,%
52,2026-03-30 09:04:15,CAPTEUR_HUMID_1,54,%
53,2026-03-30 09:04:20,CAPTEUR_HUMID_2,58,%
54,2026-03-30 09:04:25,CAPTEUR_HUMID_1,43,%
55,2026-03-30 09:04:30,CAPTEUR_HUMID_2,58,%
56,2026-03-30 09:04:35,CAPTEUR_HUMID_1,52,%
57,2026-03-30 09:04:40,CAPTEUR_HUMID_2,48,%
58,2026-03-30 09:04:45,CAPTEUR_HUMID_1,44,%
59,2026-03-30 09:04:50,CAPTEUR_HUMID_2,51,%
60,2026-03-30 09:04:55,CAPTEUR_HUMID_1,57,%
